"go_id","name_1006","namespace_1003"
"12890","GO:2000051","negative regulation of non-canonical Wnt signaling pathway","biological_process"
"12891","GO:2000052","positive regulation of non-canonical Wnt signaling pathway","biological_process"
"12892","GO:2000054","negative regulation of Wnt signaling pathway involved in dorsal/ventral axis specification","biological_process"
"12893","GO:2000055","positive regulation of Wnt signaling pathway involved in dorsal/ventral axis specification","biological_process"
"12894","GO:2000057","negative regulation of Wnt signaling pathway involved in digestive tract morphogenesis","biological_process"
"12895","GO:2000058","regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process","biological_process"
"12896","GO:2000059","negative regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process","biological_process"
"12897","GO:2000060","positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process","biological_process"
"12898","GO:2000062","negative regulation of ureter smooth muscle cell differentiation","biological_process"
"12899","GO:2000063","positive regulation of ureter smooth muscle cell differentiation","biological_process"
"12900","GO:2000065","negative regulation of cortisol biosynthetic process","biological_process"
"12901","GO:2000066","positive regulation of cortisol biosynthetic process","biological_process"
"12902","GO:2000074","regulation of type B pancreatic cell development","biological_process"
"12903","GO:2000078","positive regulation of type B pancreatic cell development","biological_process"
"12904","GO:2000080","negative regulation of canonical Wnt signaling pathway involved in controlling type B pancreatic cell proliferation","biological_process"
"12905","GO:2000081","positive regulation of canonical Wnt signaling pathway involved in controlling type B pancreatic cell proliferation","biological_process"
"12906","GO:2000095","regulation of Wnt signaling pathway, planar cell polarity pathway","biological_process"
"12907","GO:2000096","positive regulation of Wnt signaling pathway, planar cell polarity pathway","biological_process"
"12908","GO:2000097","regulation of smooth muscle cell-matrix adhesion","biological_process"
"12909","GO:2000098","negative regulation of smooth muscle cell-matrix adhesion","biological_process"
"12910","GO:2000105","positive regulation of DNA-dependent DNA replication","biological_process"
"12911","GO:2000107","negative regulation of leukocyte apoptotic process","biological_process"
"12912","GO:2000108","positive regulation of leukocyte apoptotic process","biological_process"
"12913","GO:2000109","regulation of macrophage apoptotic process","biological_process"
"12914","GO:2000110","negative regulation of macrophage apoptotic process","biological_process"
"12915","GO:2000111","positive regulation of macrophage apoptotic process","biological_process"
"12916","GO:2000114","regulation of establishment of cell polarity","biological_process"
"12917","GO:2000117","negative regulation of cysteine-type endopeptidase activity","biological_process"
"12918","GO:2000118","regulation of sodium-dependent phosphate transport","biological_process"
"12919","GO:2000119","negative regulation of sodium-dependent phosphate transport","biological_process"
"12920","GO:2000121","regulation of removal of superoxide radicals","biological_process"
"12921","GO:2000124","regulation of endocannabinoid signaling pathway","biological_process"
"12922","GO:2000134","negative regulation of G1/S transition of mitotic cell cycle","biological_process"
"12923","GO:2000137","negative regulation of cell proliferation involved in heart morphogenesis","biological_process"
"12924","GO:2000138","positive regulation of cell proliferation involved in heart morphogenesis","biological_process"
"12925","GO:2000142","regulation of DNA-templated transcription, initiation","biological_process"
"12926","GO:2000143","negative regulation of DNA-templated transcription, initiation","biological_process"
"12927","GO:2000144","positive regulation of DNA-templated transcription, initiation","biological_process"
"12928","GO:2000145","regulation of cell motility","biological_process"
"12929","GO:2000146","negative regulation of cell motility","biological_process"
"12930","GO:2000147","positive regulation of cell motility","biological_process"
"12931","GO:2000149","negative regulation of planar cell polarity pathway involved in ventricular septum morphogenesis","biological_process"
"12932","GO:2000151","negative regulation of planar cell polarity pathway involved in cardiac muscle tissue morphogenesis","biological_process"
"12933","GO:2000156","regulation of retrograde vesicle-mediated transport, Golgi to ER","biological_process"
"12934","GO:2000157","negative regulation of ubiquitin-specific protease activity","biological_process"
"12935","GO:2000162","negative regulation of planar cell polarity pathway involved in cardiac right atrium morphogenesis","biological_process"
"12936","GO:2000164","negative regulation of planar cell polarity pathway involved in outflow tract morphogenesis","biological_process"
"12937","GO:2000166","negative regulation of planar cell polarity pathway involved in pericardium morphogenesis","biological_process"
"12938","GO:2000168","negative regulation of planar cell polarity pathway involved in neural tube closure","biological_process"
"12939","GO:2000171","negative regulation of dendrite development","biological_process"
"12940","GO:2000172","regulation of branching morphogenesis of a nerve","biological_process"
"12941","GO:2000176","positive regulation of pro-T cell differentiation","biological_process"
"12942","GO:2000177","regulation of neural precursor cell proliferation","biological_process"
"12943","GO:2000178","negative regulation of neural precursor cell proliferation","biological_process"
"12944","GO:2000179","positive regulation of neural precursor cell proliferation","biological_process"
"12945","GO:2000188","regulation of cholesterol homeostasis","biological_process"
"12946","GO:2000189","positive regulation of cholesterol homeostasis","biological_process"
"12947","GO:2000191","regulation of fatty acid transport","biological_process"
"12948","GO:2000193","positive regulation of fatty acid transport","biological_process"
"12949","GO:2000194","regulation of female gonad development","biological_process"
"12950","GO:2000195","negative regulation of female gonad development","biological_process"
"12951","GO:2000209","regulation of anoikis","biological_process"
"12952","GO:2000210","positive regulation of anoikis","biological_process"
"12953","GO:2000212","negative regulation of glutamate metabolic process","biological_process"
"12954","GO:2000213","positive regulation of glutamate metabolic process","biological_process"
"12955","GO:2000225","negative regulation of testosterone biosynthetic process","biological_process"
